Format Version,1.21,,2016-02-19 04.26.29.968 PM,Total Frames in Take,Take Name,Best motion Take 2016-02-19 04.26.29 PM,Capture Frame Rate,,Total Exported Frames,5509,120,Export Frame Rate,120,Capture Start Time,,,5509,,,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,,,,,,,
,,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Away from port top,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Ridgeside away from port,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Close to port top,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,MarkerSet:Ridge side close to port,,,,,,,,,,,,
,,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000000,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000001,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000002,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,8392B20CF49E357161174D8F00000003,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,
123,1.025,0.079907,0.087751,0.069329,0.065211,0.089041,0.079324,0.090581,0.087636,0.085398,0.076325,0.08894,0.095476,,,,,,,,,,,,
124,1.033333,0.079906,0.08775,0.069327,0.06521,0.089041,0.079323,0.090581,0.087637,0.085398,0.076325,0.08894,0.095475,,,,,,,,,,,,
125,1.041667,0.079905,0.08775,0.069325,0.06521,0.089041,0.079322,0.090581,0.087637,0.085398,0.076325,0.08894,0.095475,,,,,,,,,,,,
126,1.05,0.079903,0.08775,0.069324,0.065209,0.08904,0.07932,0.090582,0.087637,0.085398,0.076325,0.088941,0.095475,,,,,,,,,,,,
127,1.058333,0.079902,0.087749,0.069322,0.065208,0.08904,0.079319,0.090582,0.087637,0.085398,0.076324,0.088941,0.095474,,,,,,,,,,,,
128,1.066667,0.0799,0.087749,0.06932,0.065207,0.08904,0.079318,0.090582,0.087637,0.085399,0.076324,0.088941,0.095474,,,,,,,,,,,,
129,1.075,0.079898,0.087749,0.069318,0.065206,0.089039,0.079316,0.090582,0.087637,0.085399,0.076324,0.088942,0.095473,,,,,,,,,,,,
130,1.083333,0.079897,0.087748,0.069316,0.065204,0.089039,0.079315,0.090583,0.087637,0.085399,0.076324,0.088942,0.095473,,,,,,,,,,,,
131,1.091667,0.079895,0.087748,0.069314,0.065203,0.089039,0.079313,0.090583,0.087638,0.085399,0.076324,0.088942,0.095473,,,,,,,,,,,,
132,1.1,0.079893,0.087748,0.069311,0.065202,0.089038,0.079312,0.090583,0.087638,0.085399,0.076323,0.088943,0.095472,,,,,,,,,,,,
133,1.108333,0.079891,0.087747,0.069309,0.065201,0.089038,0.07931,0.090584,0.087638,0.0854,0.076323,0.088943,0.095472,,,,,,,,,,,,
134,1.116667,0.07989,0.087747,0.069307,0.0652,0.089038,0.079309,0.090584,0.087638,0.0854,0.076323,0.088943,0.095471,,,,,,,,,,,,
135,1.125,0.079888,0.087747,0.069305,0.065199,0.089037,0.079307,0.090584,0.087638,0.0854,0.076323,0.088943,0.095471,,,,,,,,,,,,
136,1.133333,0.079886,0.087746,0.069303,0.065197,0.089037,0.079306,0.090585,0.087638,0.0854,0.076323,0.088944,0.095471,,,,,,,,,,,,
137,1.141667,0.079884,0.087746,0.0693,0.065196,0.089037,0.079304,0.090585,0.087638,0.085401,0.076322,0.088944,0.09547,,,,,,,,,,,,
138,1.15,0.079882,0.087746,0.069298,0.065195,0.089036,0.079302,0.090585,0.087638,0.085401,0.076322,0.088944,0.09547,,,,,,,,,,,,
139,1.158333,0.07988,0.087745,0.069295,0.065193,0.089036,0.0793,0.090586,0.087638,0.085401,0.076322,0.088944,0.095469,,,,,,,,,,,,
140,1.166667,0.079877,0.087745,0.069293,0.065192,0.089036,0.079299,0.090586,0.087638,0.085401,0.076322,0.088945,0.095469,,,,,,,,,,,,
141,1.175,0.079875,0.087745,0.06929,0.065191,0.089035,0.079297,0.090586,0.087638,0.085402,0.076322,0.088945,0.095469,,,,,,,,,,,,
142,1.183333,0.079873,0.087745,0.069288,0.065189,0.089035,0.079295,0.090587,0.087638,0.085402,0.076322,0.088945,0.095468,,,,,,,,,,,,
143,1.191667,0.079871,0.087744,0.069285,0.065188,0.089035,0.079293,0.090587,0.087638,0.085402,0.076321,0.088945,0.095468,,,,,,,,,,,,
144,1.2,0.079868,0.087744,0.069282,0.065186,0.089034,0.079291,0.090588,0.087638,0.085403,0.076321,0.088945,0.095468,,,,,,,,,,,,
145,1.208333,0.079866,0.087744,0.06928,0.065185,0.089034,0.079289,0.090588,0.087638,0.085403,0.076321,0.088945,0.095467,,,,,,,,,,,,
146,1.216667,0.079864,0.087743,0.069277,0.065183,0.089034,0.079287,0.090588,0.087638,0.085403,0.076321,0.088946,0.095467,,,,,,,,,,,,
147,1.225,0.079861,0.087743,0.069274,0.065181,0.089033,0.079285,0.090589,0.087638,0.085404,0.076321,0.088946,0.095466,,,,,,,,,,,,
148,1.233333,0.079859,0.087743,0.069271,0.06518,0.089033,0.079283,0.090589,0.087638,0.085404,0.076321,0.088946,0.095466,,,,,,,,,,,,
149,1.241667,0.079856,0.087742,0.069268,0.065178,0.089032,0.079281,0.09059,0.087638,0.085405,0.07632,0.088946,0.095466,,,,,,,,,,,,
150,1.25,0.079853,0.087742,0.069265,0.065176,0.089032,0.079279,0.09059,0.087638,0.085405,0.07632,0.088946,0.095465,,,,,,,,,,,,
151,1.258333,0.079851,0.087742,0.069262,0.065174,0.089032,0.079277,0.09059,0.087638,0.085405,0.07632,0.088946,0.095465,,,,,,,,,,,,
152,1.266667,0.079848,0.087741,0.069259,0.065173,0.089031,0.079275,0.090591,0.087638,0.085406,0.07632,0.088946,0.095464,,,,,,,,,,,,
153,1.275,0.079845,0.087741,0.069256,0.065171,0.089031,0.079273,0.090591,0.087638,0.085406,0.07632,0.088946,0.095464,,,,,,,,,,,,
154,1.283333,0.079842,0.087741,0.069253,0.065169,0.089031,0.079271,0.090592,0.087638,0.085406,0.07632,0.088946,0.095464,,,,,,,,,,,,
155,1.291667,0.079839,0.087741,0.069249,0.065167,0.08903,0.079268,0.090592,0.087638,0.085407,0.07632,0.088946,0.095463,,,,,,,,,,,,
156,1.3,0.079836,0.08774,0.069246,0.065165,0.08903,0.079266,0.090593,0.087638,0.085407,0.076319,0.088946,0.095463,,,,,,,,,,,,
157,1.308333,0.079833,0.08774,0.069243,0.065163,0.08903,0.079264,0.090593,0.087638,0.085408,0.076319,0.088946,0.095462,,,,,,,,,,,,
158,1.316667,0.07983,0.08774,0.069239,0.065161,0.089029,0.079262,0.090594,0.087637,0.085408,0.076319,0.088946,0.095462,,,,,,,,,,,,
159,1.325,0.079827,0.08774,0.069236,0.065159,0.089029,0.079259,0.090594,0.087637,0.085408,0.076319,0.088946,0.095461,,,,,,,,,,,,
160,1.333333,0.079823,0.087739,0.069232,0.065157,0.089029,0.079257,0.090595,0.087637,0.085409,0.076319,0.088946,0.095461,,,,,,,,,,,,
161,1.341667,0.07982,0.087739,0.069229,0.065155,0.089029,0.079254,0.090595,0.087637,0.085409,0.076319,0.088946,0.095461,,,,,,,,,,,,
162,1.35,0.079817,0.087739,0.069225,0.065152,0.089028,0.079252,0.090595,0.087637,0.085409,0.076319,0.088946,0.09546,,,,,,,,,,,,
163,1.358333,0.079813,0.087739,0.069221,0.06515,0.089028,0.079249,0.090596,0.087637,0.08541,0.076318,0.088946,0.09546,,,,,,,,,,,,
164,1.366667,0.07981,0.087739,0.069218,0.065148,0.089028,0.079247,0.090596,0.087636,0.08541,0.076318,0.088945,0.095459,,,,,,,,,,,,
165,1.375,0.079807,0.087739,0.069214,0.065146,0.089027,0.079244,0.090597,0.087636,0.08541,0.076318,0.088945,0.095459,,,,,,,,,,,,
166,1.383333,0.079803,0.087738,0.06921,0.065143,0.089027,0.079242,0.090597,0.087636,0.085411,0.076318,0.088945,0.095458,,,,,,,,,,,,
167,1.391667,0.079799,0.087738,0.069206,0.065141,0.089027,0.079239,0.090598,0.087636,0.085411,0.076318,0.088945,0.095458,,,,,,,,,,,,
168,1.4,0.079796,0.087738,0.069202,0.065138,0.089027,0.079236,0.090598,0.087635,0.085411,0.076318,0.088945,0.095457,,,,,,,,,,,,
169,1.408333,0.079792,0.087738,0.069198,0.065136,0.089026,0.079234,0.090599,0.087635,0.085412,0.076318,0.088944,0.095456,,,,,,,,,,,,
170,1.416667,0.079788,0.087738,0.069194,0.065133,0.089026,0.079231,0.090599,0.087635,0.085412,0.076317,0.088944,0.095456,,,,,,,,,,,,
171,1.425,0.079784,0.087738,0.069189,0.065131,0.089026,0.079228,0.090599,0.087634,0.085412,0.076317,0.088944,0.095455,,,,,,,,,,,,
172,1.433333,0.07978,0.087738,0.069185,0.065128,0.089026,0.079225,0.0906,0.087634,0.085412,0.076317,0.088943,0.095455,,,,,,,,,,,,
173,1.441667,0.079776,0.087738,0.069181,0.065126,0.089025,0.079223,0.0906,0.087634,0.085413,0.076317,0.088943,0.095454,,,,,,,,,,,,
174,1.45,0.079772,0.087737,0.069176,0.065123,0.089025,0.07922,0.090601,0.087633,0.085413,0.076317,0.088943,0.095453,,,,,,,,,,,,
175,1.458333,0.079768,0.087737,0.069172,0.06512,0.089025,0.079217,0.090601,0.087633,0.085413,0.076317,0.088942,0.095453,,,,,,,,,,,,
176,1.466667,0.079764,0.087737,0.069167,0.065118,0.089025,0.079214,0.090602,0.087633,0.085413,0.076316,0.088942,0.095452,,,,,,,,,,,,
177,1.475,0.07976,0.087737,0.069163,0.065115,0.089025,0.079211,0.090602,0.087632,0.085414,0.076316,0.088942,0.095451,,,,,,,,,,,,
178,1.483333,0.079756,0.087737,0.069158,0.065112,0.089024,0.079208,0.090603,0.087632,0.085414,0.076316,0.088941,0.095451,,,,,,,,,,,,
179,1.491667,0.079752,0.087737,0.069153,0.065109,0.089024,0.079205,0.090603,0.087631,0.085414,0.076316,0.088941,0.09545,,,,,,,,,,,,
180,1.5,0.079748,0.087737,0.069149,0.065107,0.089024,0.079201,0.090604,0.087631,0.085414,0.076316,0.08894,0.095449,,,,,,,,,,,,
181,1.508333,0.079743,0.087737,0.069144,0.065104,0.089024,0.079198,0.090604,0.087631,0.085414,0.076316,0.08894,0.095448,,,,,,,,,,,,
182,1.516667,0.079739,0.087737,0.069139,0.065101,0.089024,0.079195,0.090604,0.08763,0.085414,0.076315,0.08894,0.095447,,,,,,,,,,,,
183,1.525,0.079734,0.087737,0.069134,0.065098,0.089024,0.079192,0.090605,0.08763,0.085414,0.076315,0.088939,0.095446,,,,,,,,,,,,
184,1.533333,0.07973,0.087737,0.069128,0.065095,0.089024,0.079188,0.090605,0.087629,0.085414,0.076315,0.088939,0.095445,,,,,,,,,,,,
185,1.541667,0.079726,0.087737,0.069123,0.065092,0.089024,0.079185,0.090606,0.087629,0.085414,0.076315,0.088938,0.095445,,,,,,,,,,,,
186,1.55,0.079721,0.087737,0.069118,0.065089,0.089023,0.079181,0.090606,0.087628,0.085414,0.076315,0.088938,0.095444,,,,,,,,,,,,
187,1.558333,0.079717,0.087737,0.069113,0.065086,0.089023,0.079178,0.090607,0.087628,0.085414,0.076315,0.088937,0.095443,,,,,,,,,,,,
188,1.566667,0.079712,0.087737,0.069107,0.065083,0.089023,0.079174,0.090607,0.087627,0.085414,0.076314,0.088937,0.095441,,,,,,,,,,,,
189,1.575,0.079707,0.087737,0.069102,0.06508,0.089023,0.079171,0.090608,0.087626,0.085414,0.076314,0.088936,0.09544,,,,,,,,,,,,
190,1.583333,0.079703,0.087737,0.069096,0.065077,0.089023,0.079167,0.090608,0.087626,0.085414,0.076314,0.088936,0.095439,,,,,,,,,,,,
191,1.591667,0.079698,0.087737,0.069091,0.065074,0.089023,0.079163,0.090609,0.087625,0.085414,0.076314,0.088935,0.095438,,,,,,,,,,,,
192,1.6,0.079693,0.087737,0.069085,0.065071,0.089023,0.07916,0.090609,0.087625,0.085414,0.076314,0.088935,0.095437,,,,,,,,,,,,
193,1.608333,0.079689,0.087737,0.069079,0.065068,0.089023,0.079156,0.09061,0.087624,0.085413,0.076313,0.088934,0.095436,,,,,,,,,,,,
194,1.616667,0.079684,0.087737,0.069073,0.065065,0.089023,0.079152,0.09061,0.087623,0.085413,0.076313,0.088934,0.095435,,,,,,,,,,,,
195,1.625,0.079679,0.087737,0.069067,0.065061,0.089023,0.079148,0.090611,0.087623,0.085413,0.076313,0.088933,0.095433,,,,,,,,,,,,
196,1.633333,0.079674,0.087737,0.069061,0.065058,0.089023,0.079144,0.090611,0.087622,0.085413,0.076313,0.088932,0.095432,,,,,,,,,,,,
197,1.641667,0.079669,0.087738,0.069055,0.065055,0.089023,0.07914,0.090612,0.087621,0.085413,0.076313,0.088932,0.095431,,,,,,,,,,,,
198,1.65,0.079665,0.087738,0.069049,0.065052,0.089023,0.079136,0.090612,0.08762,0.085412,0.076312,0.088931,0.095429,,,,,,,,,,,,
199,1.658333,0.07966,0.087738,0.069043,0.065049,0.089023,0.079132,0.090613,0.08762,0.085412,0.076312,0.088931,0.095428,,,,,,,,,,,,
200,1.666667,0.079655,0.087738,0.069037,0.065046,0.089023,0.079128,0.090613,0.087619,0.085412,0.076312,0.08893,0.095426,,,,,,,,,,,,
201,1.675,0.07965,0.087738,0.06903,0.065042,0.089024,0.079123,0.090614,0.087618,0.085411,0.076312,0.08893,0.095425,,,,,,,,,,,,
202,1.683333,0.079645,0.087738,0.069024,0.065039,0.089024,0.079119,0.090614,0.087617,0.085411,0.076311,0.088929,0.095423,,,,,,,,,,,,
203,1.691667,0.07964,0.087738,0.069017,0.065036,0.089024,0.079115,0.090615,0.087616,0.085411,0.076311,0.088929,0.095422,,,,,,,,,,,,
204,1.7,0.079635,0.087738,0.069011,0.065033,0.089024,0.07911,0.090615,0.087616,0.08541,0.076311,0.088928,0.09542,,,,,,,,,,,,
205,1.708333,0.07963,0.087738,0.069004,0.06503,0.089024,0.079106,0.090616,0.087615,0.08541,0.076311,0.088927,0.095419,,,,,,,,,,,,
206,1.716667,0.079625,0.087738,0.068997,0.065026,0.089024,0.079102,0.090616,0.087614,0.085409,0.07631,0.088927,0.095417,,,,,,,,,,,,
207,1.725,0.07962,0.087738,0.068991,0.065023,0.089024,0.079097,0.090617,0.087613,0.085409,0.07631,0.088926,0.095415,,,,,,,,,,,,
208,1.733333,0.079615,0.087738,0.068984,0.06502,0.089025,0.079092,0.090618,0.087612,0.085408,0.07631,0.088926,0.095414,,,,,,,,,,,,
209,1.741667,0.07961,0.087738,0.068977,0.065017,0.089025,0.079088,0.090618,0.087611,0.085408,0.07631,0.088925,0.095412,,,,,,,,,,,,
210,1.75,0.079605,0.087738,0.06897,0.065013,0.089025,0.079083,0.090619,0.08761,0.085407,0.076309,0.088925,0.09541,,,,,,,,,,,,
211,1.758333,0.0796,0.087738,0.068963,0.06501,0.089025,0.079078,0.090619,0.087609,0.085407,0.076309,0.088924,0.095408,,,,,,,,,,,,
212,1.766667,0.079594,0.087738,0.068956,0.065007,0.089025,0.079074,0.09062,0.087608,0.085406,0.076309,0.088924,0.095406,,,,,,,,,,,,
213,1.775,0.079589,0.087738,0.068949,0.065003,0.089026,0.079069,0.090621,0.087607,0.085406,0.076309,0.088923,0.095405,,,,,,,,,,,,
214,1.783333,0.079584,0.087738,0.068941,0.065,0.089026,0.079064,0.090621,0.087606,0.085405,0.076308,0.088923,0.095403,,,,,,,,,,,,
215,1.791667,0.079579,0.087738,0.068934,0.064997,0.089026,0.079059,0.090622,0.087605,0.085405,0.076308,0.088922,0.095401,,,,,,,,,,,,
216,1.8,0.079574,0.087738,0.068927,0.064994,0.089026,0.079054,0.090622,0.087604,0.085404,0.076308,0.088921,0.095399,,,,,,,,,,,,
217,1.808333,0.079568,0.087738,0.068919,0.06499,0.089027,0.079049,0.090623,0.087603,0.085403,0.076307,0.088921,0.095397,,,,,,,,,,,,
218,1.816667,0.079563,0.087738,0.068912,0.064987,0.089027,0.079044,0.090623,0.087602,0.085403,0.076307,0.08892,0.095395,,,,,,,,,,,,
219,1.825,0.079558,0.087738,0.068904,0.064983,0.089027,0.079039,0.090624,0.087601,0.085402,0.076307,0.08892,0.095393,,,,,,,,,,,,
220,1.833333,0.079552,0.087738,0.068897,0.06498,0.089028,0.079034,0.090625,0.0876,0.085401,0.076306,0.088919,0.095391,,,,,,,,,,,,
221,1.841667,0.079547,0.087738,0.068889,0.064977,0.089028,0.079029,0.090625,0.087599,0.085401,0.076306,0.088919,0.095389,,,,,,,,,,,,
222,1.85,0.079542,0.087738,0.068881,0.064973,0.089028,0.079024,0.090626,0.087598,0.0854,0.076305,0.088918,0.095387,,,,,,,,,,,,
223,1.858333,0.079536,0.087738,0.068874,0.06497,0.089028,0.079019,0.090626,0.087597,0.085399,0.076305,0.088918,0.095385,,,,,,,,,,,,
224,1.866667,0.079531,0.087738,0.068866,0.064966,0.089029,0.079014,0.090627,0.087596,0.085398,0.076305,0.088917,0.095383,,,,,,,,,,,,
225,1.875,0.079525,0.087738,0.068858,0.064963,0.089029,0.079008,0.090627,0.087595,0.085398,0.076304,0.088917,0.09538,,,,,,,,,,,,
226,1.883333,0.07952,0.087738,0.06885,0.064959,0.089029,0.079003,0.090628,0.087594,0.085397,0.076304,0.088916,0.095378,,,,,,,,,,,,
227,1.891667,0.079514,0.087738,0.068842,0.064956,0.08903,0.078998,0.090628,0.087593,0.085396,0.076303,0.088916,0.095376,,,,,,,,,,,,
228,1.9,0.079508,0.087738,0.068834,0.064952,0.08903,0.078993,0.090629,0.087592,0.085395,0.076303,0.088915,0.095374,,,,,,,,,,,,
229,1.908333,0.079503,0.087738,0.068826,0.064949,0.08903,0.078987,0.090629,0.087591,0.085394,0.076302,0.088914,0.095372,,,,,,,,,,,,
230,1.916667,0.079497,0.087739,0.068818,0.064945,0.089031,0.078982,0.090629,0.08759,0.085394,0.076302,0.088914,0.09537,,,,,,,,,,,,
231,1.925,0.079491,0.087739,0.06881,0.064941,0.089031,0.078977,0.09063,0.087589,0.085393,0.076301,0.088913,0.095367,,,,,,,,,,,,
232,1.933333,0.079485,0.087739,0.068802,0.064937,0.089031,0.078971,0.09063,0.087588,0.085392,0.076301,0.088913,0.095365,,,,,,,,,,,,
233,1.941667,0.079479,0.087739,0.068794,0.064934,0.089032,0.078966,0.090631,0.087587,0.085391,0.0763,0.088912,0.095363,,,,,,,,,,,,
234,1.95,0.079473,0.087739,0.068785,0.06493,0.089032,0.07896,0.090631,0.087586,0.08539,0.076299,0.088912,0.095361,,,,,,,,,,,,
235,1.958333,0.079467,0.087739,0.068777,0.064926,0.089032,0.078955,0.090631,0.087585,0.085389,0.076299,0.088911,0.095358,,,,,,,,,,,,
236,1.966667,0.079461,0.087739,0.068769,0.064922,0.089033,0.07895,0.090632,0.087584,0.085388,0.076298,0.088911,0.095356,,,,,,,,,,,,
237,1.975,0.079455,0.087739,0.06876,0.064918,0.089033,0.078944,0.090632,0.087583,0.085387,0.076297,0.08891,0.095354,,,,,,,,,,,,
238,1.983333,0.079449,0.087739,0.068752,0.064914,0.089033,0.078939,0.090632,0.087582,0.085386,0.076297,0.088909,0.095352,,,,,,,,,,,,
239,1.991667,0.079443,0.087739,0.068743,0.064911,0.089034,0.078933,0.090632,0.087581,0.085385,0.076296,0.088909,0.095349,,,,,,,,,,,,
240,2,0.079437,0.087739,0.068735,0.064906,0.089034,0.078928,0.090633,0.08758,0.085384,0.076295,0.088908,0.095347,,,,,,,,,,,,
241,2.008333,0.07943,0.087739,0.068726,0.064902,0.089034,0.078922,0.090633,0.087579,0.085383,0.076294,0.088908,0.095345,,,,,,,,,,,,
242,2.016667,0.079424,0.08774,0.068718,0.064898,0.089035,0.078917,0.090633,0.087578,0.085382,0.076294,0.088907,0.095343,,,,,,,,,,,,
243,2.025,0.079417,0.08774,0.068709,0.064894,0.089035,0.078911,0.090633,0.087577,0.085381,0.076293,0.088906,0.09534,,,,,,,,,,,,
244,2.033333,0.079411,0.08774,0.0687,0.06489,0.089035,0.078906,0.090633,0.087576,0.08538,0.076292,0.088906,0.095338,,,,,,,,,,,,
245,2.041667,0.079404,0.08774,0.068692,0.064886,0.089036,0.0789,0.090633,0.087575,0.085379,0.076291,0.088905,0.095336,,,,,,,,,,,,
246,2.05,0.079398,0.08774,0.068683,0.064881,0.089036,0.078895,0.090633,0.087574,0.085378,0.07629,0.088905,0.095333,,,,,,,,,,,,
247,2.058333,0.079391,0.08774,0.068674,0.064877,0.089036,0.078889,0.090633,0.087573,0.085377,0.07629,0.088904,0.095331,,,,,,,,,,,,
248,2.066667,0.079384,0.087741,0.068665,0.064873,0.089037,0.078884,0.090633,0.087572,0.085376,0.076289,0.088903,0.095329,,,,,,,,,,,,
249,2.075,0.079377,0.087741,0.068657,0.064868,0.089037,0.078878,0.090633,0.087571,0.085375,0.076288,0.088903,0.095327,,,,,,,,,,,,
250,2.083333,0.079371,0.087741,0.068648,0.064864,0.089037,0.078873,0.090633,0.08757,0.085374,0.076287,0.088902,0.095324,,,,,,,,,,,,
251,2.091667,0.079364,0.087741,0.068639,0.064859,0.089038,0.078867,0.090633,0.087569,0.085373,0.076286,0.088901,0.095322,,,,,,,,,,,,
252,2.1,0.079357,0.087741,0.06863,0.064855,0.089038,0.078862,0.090633,0.087568,0.085372,0.076285,0.088901,0.09532,,,,,,,,,,,,
253,2.108333,0.07935,0.087742,0.068621,0.06485,0.089038,0.078856,0.090633,0.087567,0.085371,0.076284,0.0889,0.095318,,,,,,,,,,,,
254,2.116667,0.079342,0.087742,0.068612,0.064846,0.089038,0.078851,0.090633,0.087567,0.08537,0.076283,0.088899,0.095316,,,,,,,,,,,,
255,2.125,0.079335,0.087742,0.068603,0.064841,0.089039,0.078845,0.090633,0.087566,0.085368,0.076282,0.088898,0.095313,,,,,,,,,,,,
256,2.133333,0.079328,0.087742,0.068594,0.064836,0.089039,0.07884,0.090632,0.087565,0.085367,0.076281,0.088898,0.095311,,,,,,,,,,,,
257,2.141667,0.079321,0.087743,0.068585,0.064831,0.089039,0.078834,0.090632,0.087564,0.085366,0.07628,0.088897,0.095309,,,,,,,,,,,,
258,2.15,0.079313,0.087743,0.068576,0.064827,0.089039,0.078829,0.090632,0.087563,0.085365,0.07628,0.088896,0.095307,,,,,,,,,,,,
259,2.158333,0.079306,0.087743,0.068567,0.064822,0.08904,0.078823,0.090632,0.087562,0.085364,0.076279,0.088896,0.095305,,,,,,,,,,,,
260,2.166667,0.079299,0.087743,0.068558,0.064817,0.08904,0.078817,0.090632,0.087562,0.085363,0.076278,0.088895,0.095303,,,,,,,,,,,,
261,2.175,0.079291,0.087744,0.068549,0.064812,0.08904,0.078812,0.090631,0.087561,0.085362,0.076277,0.088894,0.095301,,,,,,,,,,,,
262,2.183333,0.079284,0.087744,0.068539,0.064807,0.08904,0.078806,0.090631,0.08756,0.085361,0.076276,0.088893,0.095299,,,,,,,,,,,,
263,2.191667,0.079276,0.087744,0.06853,0.064802,0.089041,0.078801,0.090631,0.087559,0.08536,0.076275,0.088893,0.095297,,,,,,,,,,,,
264,2.2,0.079269,0.087745,0.068521,0.064797,0.089041,0.078795,0.09063,0.087559,0.085359,0.076274,0.088892,0.095295,,,,,,,,,,,,
265,2.208333,0.079261,0.087745,0.068512,0.064792,0.089041,0.078789,0.09063,0.087558,0.085357,0.076273,0.088891,0.095293,,,,,,,,,,,,
266,2.216667,0.079253,0.087745,0.068503,0.064787,0.089041,0.078784,0.09063,0.087557,0.085356,0.076272,0.08889,0.095291,,,,,,,,,,,,
267,2.225,0.079246,0.087745,0.068493,0.064782,0.089041,0.078778,0.09063,0.087556,0.085355,0.076271,0.08889,0.095289,,,,,,,,,,,,
268,2.233333,0.079238,0.087746,0.068484,0.064777,0.089042,0.078773,0.090629,0.087556,0.085354,0.07627,0.088889,0.095287,,,,,,,,,,,,
269,2.241667,0.07923,0.087746,0.068475,0.064772,0.089042,0.078767,0.090629,0.087555,0.085353,0.076269,0.088888,0.095285,,,,,,,,,,,,
270,2.25,0.079223,0.087746,0.068466,0.064766,0.089042,0.078761,0.090629,0.087554,0.085352,0.076268,0.088887,0.095283,,,,,,,,,,,,
271,2.258333,0.079215,0.087747,0.068456,0.064761,0.089042,0.078755,0.090628,0.087554,0.085351,0.076268,0.088887,0.095281,,,,,,,,,,,,
272,2.266667,0.079207,0.087747,0.068447,0.064756,0.089042,0.07875,0.090628,0.087553,0.08535,0.076267,0.088886,0.095279,,,,,,,,,,,,
273,2.275,0.079199,0.087747,0.068438,0.064751,0.089042,0.078744,0.090628,0.087552,0.085349,0.076266,0.088885,0.095278,,,,,,,,,,,,
274,2.283333,0.079191,0.087747,0.068428,0.064746,0.089042,0.078738,0.090628,0.087552,0.085348,0.076265,0.088884,0.095276,,,,,,,,,,,,
275,2.291667,0.079184,0.087748,0.068419,0.06474,0.089043,0.078733,0.090627,0.087551,0.085347,0.076264,0.088884,0.095274,,,,,,,,,,,,
276,2.3,0.079176,0.087748,0.068409,0.064735,0.089043,0.078727,0.090627,0.08755,0.085346,0.076264,0.088883,0.095273,,,,,,,,,,,,
277,2.308333,0.079168,0.087748,0.0684,0.06473,0.089043,0.078721,0.090627,0.08755,0.085345,0.076263,0.088882,0.095271,,,,,,,,,,,,
278,2.316667,0.07916,0.087748,0.068391,0.064725,0.089043,0.078715,0.090627,0.087549,0.085344,0.076262,0.088881,0.095269,,,,,,,,,,,,
279,2.325,0.079152,0.087749,0.068381,0.06472,0.089043,0.078709,0.090627,0.087548,0.085344,0.076262,0.088881,0.095268,,,,,,,,,,,,
280,2.333333,0.079145,0.087749,0.068372,0.064714,0.089043,0.078703,0.090626,0.087548,0.085343,0.076261,0.08888,0.095266,,,,,,,,,,,,
281,2.341667,0.079137,0.087749,0.068363,0.064709,0.089043,0.078698,0.090626,0.087547,0.085342,0.07626,0.088879,0.095265,,,,,,,,,,,,
282,2.35,0.079129,0.087749,0.068353,0.064704,0.089043,0.078692,0.090626,0.087547,0.085341,0.07626,0.088878,0.095263,,,,,,,,,,,,
283,2.358333,0.079121,0.087749,0.068344,0.064699,0.089043,0.078686,0.090626,0.087546,0.08534,0.076259,0.088878,0.095262,,,,,,,,,,,,
284,2.366667,0.079114,0.08775,0.068334,0.064694,0.089043,0.07868,0.090626,0.087545,0.085339,0.076259,0.088877,0.095261,,,,,,,,,,,,
285,2.375,0.079106,0.08775,0.068325,0.064689,0.089043,0.078674,0.090626,0.087545,0.085339,0.076259,0.088876,0.095259,,,,,,,,,,,,
286,2.383333,0.079098,0.08775,0.068316,0.064683,0.089043,0.078668,0.090626,0.087544,0.085338,0.076258,0.088876,0.095258,,,,,,,,,,,,
287,2.391667,0.07909,0.08775,0.068306,0.064678,0.089043,0.078662,0.090626,0.087544,0.085337,0.076258,0.088875,0.095257,,,,,,,,,,,,
288,2.4,0.079083,0.08775,0.068297,0.064673,0.089044,0.078656,0.090626,0.087543,0.085337,0.076257,0.088874,0.095255,,,,,,,,,,,,
289,2.408333,0.079075,0.08775,0.068287,0.064668,0.089044,0.07865,0.090626,0.087543,0.085336,0.076257,0.088874,0.095254,,,,,,,,,,,,
290,2.416667,0.079068,0.087751,0.068278,0.064663,0.089044,0.078644,0.090626,0.087542,0.085335,0.076257,0.088873,0.095253,,,,,,,,,,,,
