Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
3434,28.616667,0.026461,0.089684,0.030161,0.015156,0.088661,0.044202,0.045422,0.089323,0.051077,0.031662,0.088707,0.061353,,,,,,
3435,28.625,0.026462,0.089682,0.030163,0.015158,0.088666,0.044199,0.045435,0.08933,0.051081,0.031665,0.088709,0.061348,,,,,,
3436,28.633333,0.02647,0.089681,0.03016,0.015158,0.088664,0.044201,0.045439,0.089335,0.051086,0.031669,0.088711,0.061351,,,,,,
3437,28.641667,0.026467,0.089679,0.03016,0.015156,0.088666,0.044195,0.045429,0.089321,0.05108,0.031666,0.08871,0.061347,,,,,,
3438,28.65,0.026462,0.089678,0.030158,0.015156,0.088662,0.044198,0.045424,0.089328,0.051086,0.031662,0.088713,0.061348,,,,,,
3439,28.658333,0.026465,0.089677,0.030157,0.015153,0.08866,0.044199,0.045429,0.089331,0.051086,0.031658,0.088711,0.061349,,,,,,
3440,28.666667,0.026466,0.089681,0.030154,0.015158,0.088668,0.044192,0.045429,0.089323,0.051082,0.031661,0.088712,0.061352,,,,,,
3441,28.675,0.026468,0.089678,0.030155,0.015158,0.088672,0.044195,0.045434,0.089336,0.05108,0.031662,0.088714,0.061349,,,,,,
3442,28.683333,0.026469,0.089679,0.030154,0.015157,0.088668,0.044192,0.045434,0.089326,0.051084,0.031667,0.088713,0.061349,,,,,,
3443,28.691667,0.026469,0.089681,0.030154,0.015162,0.088668,0.044196,0.04543,0.089317,0.05108,0.031666,0.088711,0.061348,,,,,,
3444,28.7,0.026475,0.089678,0.03015,0.015161,0.088671,0.04419,0.045439,0.089323,0.051078,0.031668,0.088708,0.061345,,,,,,
3445,28.708333,0.026475,0.089682,0.030148,0.015166,0.088664,0.044191,0.045436,0.089329,0.051078,0.031668,0.088714,0.061349,,,,,,
3446,28.716667,0.026471,0.089678,0.030153,0.015162,0.08867,0.044191,0.045434,0.089316,0.051081,0.031667,0.08871,0.061348,,,,,,
3447,28.725,0.02647,0.089678,0.030151,0.015155,0.088673,0.044187,0.045443,0.089328,0.051086,0.031664,0.088716,0.061344,,,,,,
3448,28.733333,0.026467,0.08968,0.03015,0.015155,0.088668,0.044187,0.045425,0.089313,0.051076,0.031657,0.088709,0.061347,,,,,,
3449,28.741667,0.02647,0.089687,0.030147,0.015155,0.088672,0.044186,0.045437,0.089325,0.051086,0.031663,0.088711,0.061351,,,,,,
3450,28.75,0.026471,0.08968,0.030149,0.015154,0.088671,0.044184,0.045431,0.089331,0.051082,0.03166,0.088713,0.061346,,,,,,
3451,28.758333,0.026466,0.089676,0.030148,0.015157,0.088667,0.044186,0.045433,0.08932,0.051078,0.031665,0.088712,0.061348,,,,,,
3452,28.766667,0.026473,0.089677,0.030145,0.015157,0.088673,0.044185,0.045432,0.08932,0.051078,0.031665,0.088712,0.061346,,,,,,
3453,28.775,0.026476,0.089676,0.030143,0.015166,0.088671,0.044178,0.045441,0.089323,0.05108,0.031674,0.088711,0.061344,,,,,,
3454,28.783333,0.026477,0.08968,0.030142,0.015167,0.088673,0.044182,0.045444,0.089322,0.051084,0.031675,0.088714,0.061343,,,,,,
3455,28.791667,0.026477,0.089678,0.030142,0.015167,0.088673,0.044183,0.045441,0.089317,0.051081,0.031668,0.088712,0.061343,,,,,,
3456,28.8,0.026478,0.089677,0.030142,0.015164,0.088665,0.044174,0.045438,0.08932,0.051078,0.031675,0.088711,0.061344,,,,,,
3457,28.808333,0.026477,0.089673,0.030139,0.015163,0.088671,0.044179,0.045439,0.089317,0.051071,0.031672,0.088715,0.061343,,,,,,
3458,28.816667,0.026474,0.089676,0.030141,0.01516,0.088676,0.044179,0.045442,0.089327,0.051077,0.031666,0.088715,0.061345,,,,,,
3459,28.825,0.026468,0.089682,0.030141,0.015155,0.088673,0.044179,0.045435,0.089327,0.051078,0.03167,0.088712,0.061341,,,,,,
3460,28.833333,0.026467,0.089677,0.030141,0.015159,0.088675,0.044176,0.04543,0.089318,0.051081,0.031667,0.088711,0.061344,,,,,,
3461,28.841667,0.026477,0.089677,0.030138,0.015163,0.088675,0.044172,0.045435,0.089317,0.051076,0.03167,0.088716,0.061337,,,,,,
3462,28.85,0.026481,0.089675,0.030136,0.015164,0.088677,0.044173,0.045442,0.08932,0.051078,0.031674,0.088717,0.061341,,,,,,
3463,28.858333,0.026476,0.089675,0.030134,0.015163,0.088675,0.04417,0.045445,0.089321,0.051076,0.031677,0.088715,0.06134,,,,,,
3464,28.866667,0.026482,0.089677,0.03013,0.015167,0.088676,0.04417,0.045446,0.089321,0.05107,0.031671,0.088722,0.061337,,,,,,
3465,28.875,0.026483,0.089672,0.030127,0.01517,0.088677,0.044171,0.045447,0.089315,0.051073,0.031683,0.088717,0.061343,,,,,,
3466,28.883333,0.02648,0.089675,0.030125,0.015171,0.08868,0.044171,0.04545,0.089319,0.051073,0.031677,0.088715,0.061337,,,,,,
3467,28.891667,0.026479,0.089667,0.030131,0.01517,0.088677,0.044173,0.045451,0.089317,0.051075,0.031682,0.088716,0.06134,,,,,,
3468,28.9,0.026472,0.089669,0.030136,0.015169,0.088675,0.044171,0.045453,0.089318,0.051078,0.031676,0.088713,0.061338,,,,,,
3469,28.908333,0.026475,0.089672,0.030128,0.015163,0.088682,0.044167,0.045441,0.089323,0.051077,0.031677,0.088716,0.061338,,,,,,
3470,28.916667,0.026479,0.089679,0.030126,0.015162,0.088677,0.044165,0.045448,0.089324,0.051071,0.031675,0.088721,0.061336,,,,,,
3471,28.925,0.026476,0.089673,0.030122,0.015164,0.088679,0.044161,0.045441,0.089314,0.051072,0.031676,0.088716,0.061331,,,,,,
3472,28.933333,0.026476,0.089674,0.030122,0.015165,0.08868,0.044164,0.045444,0.08932,0.051072,0.031672,0.088718,0.061334,,,,,,
3473,28.941667,0.026482,0.089668,0.030122,0.015165,0.088674,0.044163,0.045452,0.089329,0.051075,0.031673,0.088719,0.061334,,,,,,
3474,28.95,0.026477,0.089669,0.030118,0.015164,0.088683,0.044163,0.045451,0.089317,0.05107,0.031677,0.08872,0.061337,,,,,,
3475,28.958333,0.026482,0.08967,0.03012,0.015169,0.088679,0.04416,0.045451,0.089315,0.051072,0.031676,0.088717,0.061334,,,,,,
3476,28.966667,0.026488,0.089672,0.030125,0.015169,0.088679,0.044162,0.045456,0.089321,0.051076,0.031681,0.08872,0.061336,,,,,,
3477,28.975,0.026488,0.08967,0.030122,0.015174,0.088684,0.044167,0.045456,0.089317,0.051072,0.031675,0.088718,0.061337,,,,,,
3478,28.983333,0.026489,0.089671,0.03012,0.01517,0.088684,0.044159,0.045453,0.089308,0.051079,0.031678,0.088719,0.061332,,,,,,
3479,28.991667,0.026491,0.089666,0.030116,0.015168,0.088682,0.044165,0.045462,0.08932,0.051075,0.031683,0.088714,0.061337,,,,,,
3480,29,0.026486,0.089671,0.030115,0.015169,0.088685,0.044156,0.045455,0.089314,0.051071,0.031685,0.088722,0.061333,,,,,,
3481,29.008333,0.026483,0.089672,0.030108,0.015164,0.088689,0.044154,0.045449,0.089322,0.051063,0.031676,0.088727,0.06133,,,,,,
3482,29.016667,0.026482,0.089668,0.030109,0.015165,0.088681,0.044157,0.045457,0.089325,0.051071,0.03168,0.088727,0.061334,,,,,,
3483,29.025,0.026484,0.089674,0.030109,0.015162,0.088683,0.044153,0.045448,0.089315,0.051073,0.031673,0.08872,0.061323,,,,,,
3484,29.033333,0.026485,0.089668,0.030106,0.015166,0.088683,0.044159,0.04545,0.089312,0.051073,0.031677,0.088718,0.061331,,,,,,
3485,29.041667,0.026483,0.089666,0.030111,0.015169,0.088686,0.044158,0.045455,0.089319,0.051078,0.03168,0.088719,0.061326,,,,,,
3486,29.05,0.02649,0.089669,0.030105,0.015167,0.088686,0.044154,0.045451,0.089312,0.051074,0.031685,0.088722,0.061329,,,,,,
3487,29.058333,0.026481,0.089669,0.030107,0.015165,0.088683,0.044148,0.045462,0.089314,0.051067,0.031681,0.088723,0.061325,,,,,,
3488,29.066667,0.026474,0.089677,0.030114,0.015158,0.088685,0.044155,0.045445,0.089307,0.051059,0.031677,0.088717,0.061328,,,,,,
3489,29.075,0.026461,0.089681,0.030121,0.015151,0.088679,0.044169,0.045448,0.089325,0.051072,0.031668,0.088715,0.061339,,,,,,
3490,29.083333,0.026437,0.089692,0.030135,0.015135,0.088673,0.044177,0.045432,0.089318,0.051069,0.031658,0.088711,0.061339,,,,,,
3491,29.091667,0.026423,0.089701,0.030151,0.015118,0.088663,0.044192,0.045421,0.089336,0.05108,0.031648,0.088701,0.061347,,,,,,
3492,29.1,0.026399,0.089702,0.030163,0.015107,0.088663,0.044205,0.045398,0.089342,0.051082,0.031634,0.088697,0.061359,,,,,,
3493,29.108333,0.026384,0.089707,0.030169,0.015098,0.088656,0.044215,0.04539,0.089346,0.051083,0.03164,0.088684,0.061363,,,,,,
3494,29.116667,0.02638,0.089707,0.030171,0.015102,0.088652,0.044215,0.045388,0.089341,0.051085,0.031639,0.088687,0.061371,,,,,,
3495,29.125,0.026387,0.08971,0.03017,0.015102,0.088652,0.044208,0.045389,0.089341,0.051082,0.031645,0.088686,0.061366,,,,,,
3496,29.133333,0.026391,0.089714,0.030164,0.015107,0.088659,0.044206,0.045396,0.089339,0.051079,0.031643,0.08869,0.061359,,,,,,
3497,29.141667,0.026396,0.089703,0.030157,0.015111,0.088658,0.044209,0.045403,0.089329,0.051078,0.031644,0.08869,0.061359,,,,,,
3498,29.15,0.026396,0.089701,0.030159,0.015112,0.08866,0.044204,0.045406,0.089341,0.051075,0.031647,0.088693,0.061356,,,,,,
3499,29.158333,0.026398,0.089706,0.030156,0.015112,0.088658,0.044205,0.045411,0.089346,0.051081,0.031648,0.088689,0.061355,,,,,,
3500,29.166667,0.026398,0.089706,0.030159,0.015111,0.08866,0.044208,0.045402,0.089331,0.051078,0.031649,0.08869,0.061361,,,,,,
3501,29.175,0.026393,0.089708,0.030157,0.015111,0.088661,0.04421,0.045404,0.08934,0.051086,0.031644,0.088695,0.061354,,,,,,
3502,29.183333,0.02639,0.089706,0.030159,0.015106,0.088653,0.04421,0.04541,0.089343,0.051083,0.031645,0.088691,0.061364,,,,,,
3503,29.191667,0.026388,0.089712,0.030159,0.015105,0.088663,0.044205,0.045401,0.089343,0.051078,0.031638,0.088698,0.061357,,,,,,
3504,29.2,0.02639,0.089706,0.030156,0.015104,0.088653,0.044202,0.045409,0.089348,0.051081,0.031637,0.088691,0.061355,,,,,,
3505,29.208333,0.026387,0.089707,0.030155,0.015103,0.088654,0.044199,0.045404,0.089345,0.051083,0.031638,0.088692,0.061353,,,,,,
3506,29.216667,0.026382,0.089711,0.030151,0.015098,0.088655,0.044199,0.0454,0.089343,0.051076,0.03164,0.088692,0.061351,,,,,,
3507,29.225,0.026377,0.089705,0.030156,0.015101,0.088655,0.044206,0.045396,0.089333,0.051076,0.031643,0.088697,0.061356,,,,,,
3508,29.233333,0.026383,0.089704,0.030158,0.015101,0.088648,0.044199,0.045394,0.089331,0.051078,0.031641,0.08869,0.061359,,,,,,
3509,29.241667,0.026376,0.089705,0.030159,0.015098,0.08865,0.044202,0.045401,0.089338,0.051085,0.03164,0.088691,0.061356,,,,,,
3510,29.25,0.02638,0.089705,0.030157,0.015096,0.088652,0.044201,0.045398,0.089336,0.05108,0.03164,0.088688,0.061357,,,,,,
3511,29.258333,0.026381,0.089709,0.030153,0.015099,0.088651,0.0442,0.045403,0.089343,0.051078,0.031643,0.088695,0.061359,,,,,,
3512,29.266667,0.026379,0.089709,0.030152,0.0151,0.088653,0.044198,0.045406,0.089341,0.051078,0.031639,0.088697,0.061355,,,,,,
3513,29.275,0.026379,0.089706,0.030149,0.0151,0.08865,0.044195,0.045407,0.089339,0.051079,0.031644,0.088689,0.061352,,,,,,
3514,29.283333,0.026378,0.089699,0.030146,0.015098,0.088655,0.04419,0.045402,0.089337,0.051075,0.031642,0.088691,0.061347,,,,,,
3515,29.291667,0.02638,0.089706,0.030147,0.015092,0.08865,0.044189,0.045404,0.089342,0.051075,0.031646,0.088688,0.06135,,,,,,
3516,29.3,0.026378,0.08971,0.030145,0.015094,0.088655,0.044186,0.045411,0.089345,0.051081,0.031643,0.088696,0.061349,,,,,,
3517,29.308333,0.026379,0.089707,0.030142,0.015096,0.08865,0.044191,0.04541,0.089351,0.051081,0.031639,0.088699,0.061348,,,,,,
3518,29.316667,0.026377,0.089697,0.030143,0.015092,0.08866,0.044191,0.045405,0.089335,0.051081,0.031639,0.088697,0.061355,,,,,,
3519,29.325,0.026381,0.0897,0.030144,0.015094,0.088652,0.044186,0.045402,0.089332,0.051075,0.031644,0.088696,0.061347,,,,,,
3520,29.333333,0.026382,0.089699,0.03014,0.015101,0.088653,0.044188,0.04541,0.089324,0.051079,0.031645,0.088697,0.061348,,,,,,
3521,29.341667,0.026391,0.089701,0.030135,0.015101,0.088653,0.044184,0.045416,0.089333,0.051077,0.031651,0.088696,0.061345,,,,,,
3522,29.35,0.026388,0.089703,0.030132,0.015097,0.088656,0.044183,0.045417,0.08934,0.051076,0.031652,0.088705,0.061345,,,,,,
3523,29.358333,0.026389,0.0897,0.030131,0.015097,0.088656,0.044177,0.045418,0.089339,0.051074,0.031656,0.088702,0.061344,,,,,,
3524,29.366667,0.026389,0.089698,0.030127,0.015098,0.088654,0.04418,0.045417,0.089332,0.051075,0.031648,0.088704,0.061342,,,,,,
3525,29.375,0.026387,0.089697,0.030131,0.015098,0.088656,0.04418,0.045409,0.089333,0.051077,0.031652,0.088701,0.061344,,,,,,
3526,29.383333,0.026384,0.089696,0.030129,0.01509,0.08866,0.044178,0.045414,0.089337,0.05108,0.031647,0.088707,0.061347,,,,,,
3527,29.391667,0.026384,0.089695,0.030124,0.015089,0.088656,0.044179,0.045409,0.089331,0.051073,0.031646,0.08871,0.061344,,,,,,
3528,29.4,0.026385,0.089702,0.030124,0.015091,0.088654,0.044175,0.045417,0.08934,0.051074,0.031649,0.088702,0.061343,,,,,,
3529,29.408333,0.026389,0.089695,0.03012,0.015099,0.088659,0.044173,0.04542,0.089329,0.051078,0.03165,0.088706,0.061343,,,,,,
3530,29.416667,0.026392,0.089695,0.030118,0.0151,0.08866,0.044173,0.045422,0.089327,0.05107,0.031654,0.08871,0.061341,,,,,,
3531,29.425,0.026391,0.089686,0.030115,0.015102,0.08866,0.044168,0.04542,0.089325,0.051068,0.03166,0.088706,0.061338,,,,,,
3532,29.433333,0.026393,0.089696,0.030113,0.0151,0.088664,0.04417,0.045421,0.089326,0.051079,0.031655,0.088703,0.06134,,,,,,
3533,29.441667,0.026393,0.08969,0.030113,0.015098,0.08866,0.044166,0.045412,0.089317,0.051075,0.031655,0.088706,0.061338,,,,,,
3534,29.45,0.026393,0.089693,0.030116,0.015096,0.08866,0.044161,0.045421,0.089321,0.051075,0.031653,0.088706,0.061337,,,,,,
3535,29.458333,0.026383,0.089695,0.030109,0.015097,0.088665,0.044162,0.045422,0.089332,0.051071,0.031649,0.088707,0.061336,,,,,,
3536,29.466667,0.026385,0.089691,0.030112,0.015094,0.088665,0.044162,0.045428,0.089339,0.051074,0.031655,0.088709,0.061333,,,,,,
3537,29.475,0.02638,0.089692,0.03011,0.015094,0.088666,0.044163,0.045418,0.089326,0.051066,0.031654,0.088712,0.061336,,,,,,
3538,29.483333,0.02639,0.089693,0.030111,0.015094,0.088656,0.044156,0.045423,0.089323,0.051067,0.031654,0.088708,0.061338,,,,,,
3539,29.491667,0.026386,0.089693,0.030109,0.015096,0.088659,0.044156,0.045417,0.089324,0.05107,0.031659,0.088699,0.06134,,,,,,
3540,29.5,0.026385,0.089686,0.030107,0.01509,0.088661,0.044158,0.045431,0.089342,0.051076,0.031655,0.088704,0.061334,,,,,,
3541,29.508333,0.026382,0.08969,0.030107,0.015094,0.088659,0.044158,0.045423,0.089323,0.051071,0.031661,0.08871,0.061338,,,,,,
3542,29.516667,0.026382,0.08969,0.030107,0.015097,0.088659,0.044154,0.045422,0.089321,0.051072,0.031653,0.088711,0.061332,,,,,,
3543,29.525,0.026377,0.089688,0.030105,0.015094,0.088664,0.044158,0.04542,0.089326,0.051072,0.031654,0.088708,0.061338,,,,,,
3544,29.533333,0.026376,0.089688,0.030106,0.015094,0.088656,0.044151,0.045424,0.089324,0.051071,0.031652,0.088707,0.061336,,,,,,
3545,29.541667,0.026379,0.089691,0.030105,0.015097,0.088657,0.044153,0.045427,0.089328,0.051072,0.031651,0.088707,0.061338,,,,,,
3546,29.55,0.026383,0.08969,0.030099,0.015095,0.088663,0.04415,0.045421,0.089323,0.051073,0.031655,0.088709,0.061337,,,,,,
3547,29.558333,0.026383,0.08969,0.030097,0.015095,0.088664,0.044147,0.045431,0.089323,0.051069,0.031656,0.08871,0.061334,,,,,,
3548,29.566667,0.026382,0.08969,0.030097,0.015092,0.088666,0.044146,0.045432,0.089325,0.05107,0.031654,0.088713,0.061331,,,,,,
3549,29.575,0.026383,0.089691,0.030098,0.015092,0.088663,0.044148,0.045424,0.089318,0.051069,0.031657,0.088707,0.061334,,,,,,
3550,29.583333,0.026378,0.089687,0.030093,0.015093,0.088663,0.044141,0.045434,0.089326,0.051067,0.031661,0.088709,0.061336,,,,,,
3551,29.591667,0.026383,0.089691,0.030091,0.015092,0.088664,0.044142,0.045423,0.089321,0.05107,0.031663,0.08871,0.061329,,,,,,
3552,29.6,0.02638,0.089692,0.030095,0.015092,0.088664,0.044139,0.045421,0.089319,0.051066,0.031654,0.08871,0.061329,,,,,,
3553,29.608333,0.026379,0.089695,0.030092,0.015085,0.088662,0.044139,0.04543,0.089325,0.051069,0.031654,0.088712,0.061328,,,,,,
3554,29.616667,0.026381,0.089689,0.030086,0.015091,0.088662,0.044134,0.045425,0.089307,0.051064,0.031656,0.08871,0.06133,,,,,,
3555,29.625,0.026385,0.089692,0.030087,0.015096,0.088663,0.044134,0.045432,0.089316,0.051065,0.031663,0.088708,0.061328,,,,,,
3556,29.633333,0.026386,0.089695,0.030084,0.015093,0.088665,0.044133,0.045433,0.089314,0.051066,0.031656,0.088713,0.061325,,,,,,
3557,29.641667,0.026386,0.089692,0.03008,0.015099,0.088669,0.044134,0.045428,0.089312,0.051067,0.031661,0.088721,0.061332,,,,,,
3558,29.65,0.026381,0.089694,0.030082,0.015091,0.088665,0.04413,0.045437,0.08932,0.051064,0.031658,0.088716,0.061327,,,,,,
3559,29.658333,0.026384,0.089695,0.030083,0.015092,0.08867,0.044132,0.045435,0.089322,0.051066,0.031661,0.088713,0.061323,,,,,,
3560,29.666667,0.026382,0.089685,0.030077,0.015094,0.088663,0.044132,0.045424,0.089313,0.05107,0.031661,0.088712,0.061329,,,,,,
3561,29.675,0.026383,0.089691,0.030076,0.015093,0.088665,0.044129,0.045427,0.089315,0.051069,0.03166,0.088715,0.06133,,,,,,
3562,29.683333,0.026385,0.08969,0.030081,0.015093,0.088663,0.044127,0.045436,0.089321,0.051062,0.031661,0.088714,0.061328,,,,,,
3563,29.691667,0.026387,0.089688,0.030067,0.015095,0.088665,0.044126,0.045435,0.089318,0.051068,0.031658,0.088715,0.061327,,,,,,
3564,29.7,0.026389,0.089687,0.030066,0.015096,0.088667,0.044122,0.04544,0.089316,0.051062,0.031666,0.088718,0.061324,,,,,,
3565,29.708333,0.026392,0.089686,0.030056,0.015097,0.088673,0.044118,0.045435,0.089306,0.051062,0.031672,0.088716,0.061318,,,,,,
3566,29.716667,0.026392,0.08969,0.030062,0.015096,0.088669,0.044118,0.045446,0.089321,0.051058,0.031664,0.088717,0.061318,,,,,,
3567,29.725,0.026388,0.089688,0.030058,0.015098,0.088669,0.044116,0.04544,0.089311,0.05106,0.03167,0.088717,0.06132,,,,,,
3568,29.733333,0.026393,0.089687,0.03005,0.015098,0.088672,0.044116,0.04544,0.089304,0.051057,0.031674,0.088724,0.061322,,,,,,
3569,29.741667,0.026391,0.089685,0.030051,0.015098,0.088675,0.044113,0.045444,0.089313,0.051062,0.031671,0.08872,0.061322,,,,,,
3570,29.75,0.026389,0.089683,0.030053,0.015096,0.088672,0.044112,0.045439,0.089313,0.051061,0.031668,0.088722,0.06132,,,,,,
3571,29.758333,0.026388,0.089685,0.030049,0.015093,0.088674,0.044109,0.045447,0.089316,0.051064,0.031672,0.088721,0.061319,,,,,,
3572,29.766667,0.026395,0.089679,0.030053,0.015094,0.088676,0.04411,0.045446,0.089311,0.051062,0.03167,0.08872,0.061316,,,,,,
3573,29.775,0.026394,0.089674,0.03004,0.015099,0.088675,0.044104,0.045444,0.089307,0.051058,0.031675,0.088722,0.06132,,,,,,
3574,29.783333,0.026394,0.08968,0.030036,0.015099,0.088675,0.044104,0.045447,0.089314,0.051054,0.031674,0.088724,0.061308,,,,,,
3575,29.791667,0.0264,0.089676,0.030033,0.015096,0.088679,0.044099,0.04545,0.089312,0.051059,0.031673,0.088724,0.061308,,,,,,
3576,29.8,0.026396,0.089686,0.030038,0.015099,0.088678,0.044097,0.045456,0.089318,0.051057,0.031674,0.08872,0.061311,,,,,,
3577,29.808333,0.026393,0.089681,0.030036,0.015098,0.088684,0.044095,0.045453,0.089316,0.051054,0.031672,0.088725,0.06131,,,,,,
3578,29.816667,0.026397,0.089671,0.030024,0.015093,0.088681,0.044092,0.045447,0.089309,0.051053,0.031671,0.088728,0.061305,,,,,,
3579,29.825,0.026393,0.089677,0.030035,0.015096,0.088677,0.044093,0.045449,0.089311,0.051053,0.031676,0.088721,0.061309,,,,,,
3580,29.833333,0.026392,0.089681,0.030033,0.015101,0.088683,0.044095,0.04545,0.089303,0.051058,0.031672,0.088726,0.061307,,,,,,
3581,29.841667,0.026398,0.089679,0.030026,0.015096,0.088681,0.04409,0.045452,0.089301,0.051059,0.031678,0.088724,0.061313,,,,,,
3582,29.85,0.026399,0.089672,0.03002,0.0151,0.088681,0.044084,0.045455,0.089305,0.051053,0.031681,0.088727,0.061306,,,,,,
3583,29.858333,0.026388,0.089681,0.030025,0.015093,0.088678,0.044085,0.045453,0.089307,0.051053,0.031676,0.088722,0.061303,,,,,,
3584,29.866667,0.026392,0.089678,0.030023,0.015096,0.088679,0.044087,0.045455,0.089305,0.051054,0.031675,0.088725,0.061308,,,,,,
3585,29.875,0.026385,0.089675,0.030015,0.015086,0.088681,0.04409,0.045449,0.089305,0.051055,0.031673,0.088724,0.061302,,,,,,
3586,29.883333,0.026376,0.089688,0.030035,0.015081,0.088677,0.044094,0.045446,0.089317,0.051055,0.03167,0.088722,0.061305,,,,,,
3587,29.891667,0.026361,0.089687,0.030035,0.015073,0.088674,0.0441,0.045427,0.089309,0.051054,0.03166,0.088718,0.061311,,,,,,
3588,29.9,0.026329,0.089697,0.030061,0.015056,0.088662,0.04412,0.045413,0.089321,0.051059,0.031646,0.088705,0.061327,,,,,,
3589,29.908333,0.026304,0.089707,0.030083,0.015038,0.088648,0.044144,0.045398,0.089337,0.051063,0.031638,0.088699,0.061337,,,,,,
3590,29.916667,0.026281,0.089716,0.030092,0.015024,0.088641,0.044162,0.045377,0.089331,0.051065,0.03164,0.088688,0.061349,,,,,,
3591,29.925,0.026269,0.089722,0.030108,0.015014,0.088646,0.044178,0.045376,0.089346,0.051067,0.031629,0.08868,0.061355,,,,,,
3592,29.933333,0.026257,0.089723,0.030106,0.015008,0.088643,0.044176,0.045364,0.089337,0.051068,0.03163,0.088684,0.061352,,,,,,
3593,29.941667,0.026267,0.089722,0.030105,0.015012,0.088636,0.044169,0.045371,0.089339,0.051067,0.031633,0.088682,0.061353,,,,,,
3594,29.95,0.026268,0.089713,0.030093,0.015018,0.088641,0.044165,0.045378,0.089334,0.051067,0.031633,0.088687,0.061349,,,,,,
3595,29.958333,0.026275,0.089707,0.030082,0.015014,0.088638,0.044153,0.045385,0.089343,0.051069,0.031626,0.088691,0.06134,,,,,,
3596,29.966667,0.026281,0.089707,0.030075,0.015017,0.088645,0.044147,0.045389,0.089339,0.051071,0.031628,0.088694,0.061338,,,,,,
3597,29.975,0.026281,0.089705,0.030071,0.01502,0.088645,0.044143,0.045388,0.089337,0.051068,0.031628,0.088692,0.061337,,,,,,
3598,29.983333,0.026283,0.089707,0.030065,0.015019,0.088643,0.044143,0.045392,0.089337,0.05107,0.03163,0.088695,0.061332,,,,,,
3599,29.991667,0.026282,0.089707,0.030065,0.015016,0.088645,0.044141,0.045408,0.089348,0.051068,0.031632,0.088694,0.061331,,,,,,
3600,30,0.026282,0.089702,0.030062,0.015021,0.088645,0.044137,0.045406,0.089339,0.051063,0.031632,0.08869,0.061332,,,,,,
3601,30.008333,0.026281,0.089706,0.030062,0.015021,0.088646,0.044134,0.045394,0.089331,0.051064,0.031636,0.088699,0.061331,,,,,,
3602,30.016667,0.026278,0.089708,0.030061,0.015023,0.088651,0.044137,0.045396,0.089327,0.051061,0.031634,0.088695,0.06133,,,,,,
3603,30.025,0.026279,0.089707,0.03006,0.015014,0.08865,0.044135,0.045393,0.08933,0.051065,0.031631,0.088698,0.061328,,,,,,
3604,30.033333,0.02627,0.089703,0.030056,0.015012,0.088644,0.044135,0.045388,0.089325,0.051063,0.031626,0.088697,0.061331,,,,,,
3605,30.041667,0.026274,0.089702,0.030054,0.015017,0.088647,0.044137,0.045391,0.089328,0.051067,0.031632,0.088691,0.061333,,,,,,
3606,30.05,0.02627,0.089704,0.03005,0.015017,0.088646,0.044131,0.045396,0.08933,0.051065,0.031629,0.088699,0.061327,,,,,,
3607,30.058333,0.026272,0.089705,0.030045,0.015015,0.088649,0.044126,0.045402,0.08934,0.051063,0.031636,0.088698,0.061322,,,,,,
3608,30.066667,0.026271,0.089712,0.030037,0.015021,0.088646,0.044123,0.045397,0.089329,0.051058,0.031636,0.088699,0.061321,,,,,,
3609,30.075,0.026273,0.089705,0.030041,0.015017,0.088652,0.04412,0.045402,0.089333,0.051058,0.031642,0.088698,0.061319,,,,,,
3610,30.083333,0.026276,0.089702,0.030039,0.015018,0.088649,0.044119,0.045401,0.089324,0.051059,0.031639,0.088696,0.061324,,,,,,
3611,30.091667,0.026274,0.089701,0.030035,0.015014,0.088645,0.044115,0.045395,0.089328,0.051055,0.031636,0.088699,0.061315,,,,,,
3612,30.1,0.026266,0.089702,0.030038,0.015009,0.088648,0.044116,0.045388,0.089331,0.051059,0.031631,0.088701,0.061324,,,,,,
3613,30.108333,0.026262,0.0897,0.030038,0.015002,0.088646,0.044125,0.045396,0.089339,0.051066,0.031635,0.0887,0.061327,,,,,,
