Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
1893,15.775,0.028745,0.089734,0.033242,0.01666,0.088447,0.046585,0.045224,0.089749,0.051411,0.03172,0.088591,0.062378,,,,,,
1894,15.783333,0.028747,0.089728,0.033237,0.016663,0.088454,0.04658,0.045228,0.089755,0.051402,0.031722,0.088589,0.06237,,,,,,
1895,15.791667,0.028748,0.08973,0.033234,0.016655,0.088456,0.046574,0.045219,0.089752,0.051408,0.031726,0.088593,0.062367,,,,,,
1896,15.8,0.028748,0.089732,0.033231,0.016657,0.088454,0.046575,0.045231,0.089751,0.051406,0.031725,0.088592,0.062366,,,,,,
1897,15.808333,0.028749,0.089729,0.033233,0.016656,0.088453,0.046574,0.045231,0.089754,0.05141,0.031726,0.088594,0.062369,,,,,,
1898,15.816667,0.028751,0.089727,0.03323,0.016661,0.088451,0.046572,0.045233,0.089747,0.051408,0.031727,0.088596,0.062365,,,,,,
1899,15.825,0.028749,0.089726,0.033229,0.016664,0.088453,0.04657,0.045236,0.089744,0.051409,0.031726,0.088597,0.062363,,,,,,
1900,15.833333,0.028764,0.089739,0.033226,0.016673,0.088455,0.046568,0.045237,0.089739,0.051405,0.031725,0.088595,0.062359,,,,,,
1901,15.841667,0.028748,0.089755,0.033234,0.016662,0.088456,0.046575,0.045219,0.08974,0.051396,0.031714,0.088581,0.062349,,,,,,
1902,15.85,0.028707,0.089763,0.03326,0.016629,0.088435,0.046609,0.045183,0.089752,0.0514,0.031692,0.08855,0.062369,,,,,,
1903,15.858333,0.028641,0.089798,0.033308,0.016597,0.088396,0.046677,0.045141,0.089765,0.051429,0.03166,0.088518,0.062413,,,,,,
1904,15.866667,0.02856,0.089826,0.033367,0.016537,0.088373,0.046743,0.045083,0.08978,0.051441,0.031636,0.088489,0.062451,,,,,,
1905,15.875,0.028499,0.089864,0.033415,0.016506,0.088352,0.046807,0.04505,0.089801,0.051466,0.031614,0.088455,0.062492,,,,,,
1906,15.883333,0.028453,0.08988,0.033449,0.016482,0.088332,0.046858,0.045013,0.089801,0.051477,0.031604,0.088433,0.062519,,,,,,
1907,15.891667,0.028438,0.089891,0.033467,0.016467,0.088338,0.046878,0.045005,0.089809,0.051483,0.031595,0.088422,0.062522,,,,,,
1908,15.9,0.028443,0.08989,0.03346,0.01647,0.088333,0.046871,0.045012,0.089807,0.051482,0.031598,0.088423,0.062522,,,,,,
1909,15.908333,0.028453,0.089879,0.03344,0.016489,0.088342,0.046848,0.04503,0.089807,0.051472,0.031613,0.088433,0.062507,,,,,,
1910,15.916667,0.028485,0.08987,0.033415,0.016506,0.088355,0.04682,0.045043,0.0898,0.051461,0.031616,0.088448,0.062486,,,,,,
1911,15.925,0.028506,0.089857,0.033393,0.016522,0.088359,0.046789,0.045059,0.089791,0.05145,0.031628,0.088461,0.062472,,,,,,
1912,15.933333,0.028524,0.089855,0.033379,0.016524,0.08837,0.046775,0.045069,0.089793,0.051448,0.031629,0.088464,0.062458,,,,,,
1913,15.941667,0.028522,0.089848,0.033373,0.016525,0.088365,0.046771,0.045067,0.089791,0.051451,0.031626,0.088467,0.062458,,,,,,
1914,15.95,0.028514,0.089852,0.033383,0.016522,0.088365,0.046775,0.045064,0.089784,0.051451,0.031624,0.088464,0.062464,,,,,,
1915,15.958333,0.028506,0.089855,0.033388,0.016518,0.088363,0.046787,0.045063,0.08979,0.051459,0.031625,0.088455,0.062472,,,,,,
1916,15.966667,0.028497,0.089861,0.033388,0.016514,0.088356,0.04679,0.045053,0.089788,0.051464,0.031621,0.088459,0.062474,,,,,,
1917,15.975,0.028497,0.089858,0.033389,0.01651,0.088356,0.046791,0.04505,0.089789,0.051458,0.031623,0.088463,0.062474,,,,,,
1918,15.983333,0.028502,0.089856,0.033387,0.016517,0.08836,0.046789,0.045063,0.089795,0.051457,0.031624,0.088454,0.062471,,,,,,
1919,15.991667,0.028506,0.089854,0.03338,0.016516,0.088358,0.046777,0.045063,0.089787,0.051456,0.031624,0.088461,0.062464,,,,,,
1920,16,0.02851,0.089851,0.033377,0.016518,0.088366,0.046766,0.045073,0.089787,0.051449,0.031625,0.088465,0.062461,,,,,,
1921,16.008333,0.028514,0.089843,0.033362,0.016524,0.088365,0.046761,0.045079,0.089789,0.051445,0.031632,0.088472,0.062454,,,,,,
1922,16.016667,0.028517,0.089852,0.033356,0.016524,0.088367,0.046758,0.045073,0.089789,0.051446,0.03163,0.088476,0.062451,,,,,,
1923,16.025,0.02852,0.089846,0.033357,0.016523,0.088364,0.046762,0.045073,0.089783,0.051449,0.031635,0.088476,0.062453,,,,,,
1924,16.033333,0.028513,0.089845,0.033355,0.016522,0.088372,0.046756,0.045078,0.089786,0.051445,0.031634,0.088476,0.062451,,,,,,
1925,16.041667,0.02852,0.089844,0.033349,0.016524,0.088361,0.046752,0.045082,0.089782,0.051448,0.031635,0.088479,0.062451,,,,,,
1926,16.05,0.028515,0.089841,0.033348,0.01652,0.088367,0.046752,0.045081,0.089787,0.051446,0.031636,0.088477,0.062453,,,,,,
1927,16.058333,0.02852,0.089844,0.033346,0.01652,0.088368,0.046746,0.045079,0.089789,0.051445,0.031631,0.08848,0.062444,,,,,,
1928,16.066667,0.028519,0.089842,0.033341,0.01653,0.088364,0.046741,0.045086,0.089793,0.051446,0.031635,0.088486,0.062448,,,,,,
1929,16.075,0.028526,0.089843,0.033335,0.016528,0.088371,0.046738,0.045088,0.089787,0.051451,0.031633,0.088486,0.062442,,,,,,
1930,16.083333,0.028527,0.089835,0.03333,0.016533,0.088376,0.046728,0.045092,0.089793,0.051446,0.031635,0.088485,0.062437,,,,,,
1931,16.091667,0.028531,0.08983,0.033329,0.016533,0.088374,0.046725,0.045098,0.089788,0.051448,0.031637,0.088488,0.062436,,,,,,
1932,16.1,0.028531,0.089836,0.033323,0.016534,0.088376,0.046722,0.045099,0.089787,0.051444,0.031641,0.088488,0.062437,,,,,,
1933,16.108333,0.028535,0.089828,0.033321,0.016532,0.088372,0.046715,0.045102,0.089785,0.051444,0.031642,0.088484,0.06244,,,,,,
1934,16.116667,0.028535,0.089827,0.033315,0.016532,0.088369,0.046708,0.045104,0.089794,0.051443,0.031638,0.088491,0.062429,,,,,,
1935,16.125,0.028532,0.089826,0.033307,0.016531,0.08838,0.046703,0.045104,0.089783,0.051431,0.031641,0.088492,0.062426,,,,,,
1936,16.133333,0.028534,0.089828,0.033307,0.016527,0.088379,0.046696,0.045107,0.089791,0.051432,0.031641,0.088498,0.062427,,,,,,
1937,16.141667,0.02853,0.089824,0.033303,0.016527,0.08838,0.046693,0.045106,0.089788,0.051432,0.031633,0.0885,0.062424,,,,,,
1938,16.15,0.028534,0.089828,0.033292,0.016531,0.088379,0.04669,0.045104,0.089784,0.051425,0.031633,0.088504,0.062416,,,,,,
1939,16.158333,0.028539,0.089827,0.033289,0.01653,0.088383,0.046684,0.045112,0.089785,0.051432,0.031632,0.088503,0.062418,,,,,,
1940,16.166667,0.028541,0.089817,0.033291,0.01653,0.088384,0.046685,0.045119,0.08979,0.051439,0.031645,0.088504,0.062422,,,,,,
1941,16.175,0.028545,0.089819,0.033289,0.016538,0.088385,0.046686,0.045117,0.089788,0.051434,0.031648,0.088497,0.062421,,,,,,
1942,16.183333,0.028546,0.089821,0.033291,0.016537,0.088392,0.046689,0.04512,0.089784,0.051433,0.031645,0.088499,0.062418,,,,,,
1943,16.191667,0.028541,0.08983,0.033286,0.016528,0.088392,0.046692,0.045107,0.089776,0.051424,0.031632,0.088496,0.062411,,,,,,
1944,16.2,0.028497,0.089854,0.033308,0.016508,0.088375,0.046714,0.045083,0.089781,0.051432,0.031631,0.088474,0.062422,,,,,,
1945,16.208333,0.028448,0.089875,0.033343,0.01648,0.088354,0.046759,0.045051,0.089787,0.051446,0.03161,0.088447,0.062451,,,,,,
1946,16.216667,0.028399,0.089898,0.033378,0.016454,0.088345,0.046808,0.045019,0.089807,0.051459,0.031599,0.088431,0.062474,,,,,,
1947,16.225,0.028378,0.089912,0.033395,0.016433,0.088339,0.046825,0.045007,0.089811,0.051466,0.031583,0.088421,0.062491,,,,,,
1948,16.233333,0.028373,0.089912,0.033393,0.016427,0.088336,0.046832,0.045003,0.089811,0.051461,0.031573,0.088424,0.062486,,,,,,
1949,16.241667,0.028382,0.08991,0.033388,0.016434,0.088342,0.046815,0.045014,0.089809,0.051457,0.031585,0.088422,0.062483,,,,,,
1950,16.25,0.028404,0.089893,0.033364,0.016454,0.088354,0.046796,0.045035,0.089805,0.051455,0.031597,0.088435,0.062467,,,,,,
1951,16.258333,0.028423,0.089881,0.033343,0.016468,0.088353,0.046766,0.045045,0.089795,0.051448,0.031607,0.088453,0.062449,,,,,,
1952,16.266667,0.02844,0.08987,0.033324,0.01648,0.088358,0.046744,0.045066,0.089795,0.051437,0.031616,0.088455,0.062448,,,,,,
1953,16.275,0.02844,0.089864,0.033318,0.016483,0.088357,0.04674,0.045066,0.089797,0.051443,0.031614,0.088455,0.062441,,,,,,
1954,16.283333,0.028437,0.089868,0.033322,0.016477,0.088359,0.046744,0.045068,0.089791,0.051444,0.031613,0.088455,0.062445,,,,,,
1955,16.291667,0.028433,0.089866,0.033327,0.016472,0.088358,0.046748,0.045056,0.089796,0.051443,0.031614,0.088447,0.062444,,,,,,
1956,16.3,0.028422,0.089869,0.033328,0.016471,0.088353,0.046756,0.045054,0.089799,0.051447,0.031614,0.088457,0.062453,,,,,,
1957,16.308333,0.028421,0.08987,0.033332,0.016466,0.088359,0.046759,0.045045,0.08979,0.051444,0.03161,0.088451,0.062452,,,,,,
1958,16.316667,0.028413,0.089869,0.033325,0.016462,0.088359,0.046747,0.045054,0.08979,0.051446,0.03161,0.088449,0.062453,,,,,,
1959,16.325,0.028421,0.089864,0.033318,0.016469,0.088362,0.046748,0.045058,0.089789,0.051447,0.031615,0.08846,0.062441,,,,,,
1960,16.333333,0.028427,0.089863,0.033307,0.01647,0.088358,0.046732,0.045066,0.089793,0.051439,0.031612,0.088461,0.062438,,,,,,
1961,16.341667,0.028433,0.089869,0.033302,0.016471,0.088365,0.046722,0.045072,0.089793,0.051434,0.031615,0.088464,0.062431,,,,,,
1962,16.35,0.028435,0.089866,0.033297,0.016468,0.088375,0.046721,0.045076,0.0898,0.051438,0.031617,0.088464,0.062431,,,,,,
1963,16.358333,0.02844,0.089864,0.033298,0.016472,0.088365,0.046717,0.045075,0.089797,0.051439,0.031613,0.088468,0.062425,,,,,,
1964,16.366667,0.028441,0.08986,0.033297,0.016473,0.088369,0.046718,0.045071,0.089788,0.051438,0.03162,0.088468,0.062432,,,,,,
1965,16.375,0.028446,0.089862,0.033295,0.016472,0.088364,0.046717,0.045078,0.08978,0.051437,0.031617,0.088465,0.062427,,,,,,
1966,16.383333,0.028444,0.089861,0.03329,0.016474,0.088363,0.046715,0.045079,0.089787,0.051439,0.031623,0.088468,0.062434,,,,,,
1967,16.391667,0.028442,0.089863,0.03329,0.016472,0.088372,0.046714,0.04508,0.08979,0.05144,0.031625,0.08847,0.06243,,,,,,
1968,16.4,0.028445,0.089856,0.03328,0.01648,0.088372,0.046707,0.045078,0.089778,0.051437,0.031624,0.088469,0.062424,,,,,,
1969,16.408333,0.02845,0.089855,0.033276,0.016477,0.088373,0.046698,0.045084,0.089785,0.051438,0.03163,0.088477,0.062425,,,,,,
1970,16.416667,0.028453,0.089853,0.033273,0.016474,0.088376,0.046693,0.045088,0.089786,0.051431,0.031626,0.088473,0.062417,,,,,,
1971,16.425,0.028446,0.089849,0.033263,0.016476,0.088378,0.046684,0.045085,0.089788,0.051436,0.031623,0.088476,0.06241,,,,,,
1972,16.433333,0.028448,0.089852,0.033262,0.016474,0.088376,0.046679,0.045088,0.089789,0.051428,0.031622,0.088486,0.062411,,,,,,
1973,16.441667,0.028448,0.089848,0.033258,0.01648,0.088379,0.046681,0.045088,0.089781,0.051426,0.031621,0.088486,0.062409,,,,,,
1974,16.45,0.028454,0.089843,0.033256,0.016478,0.08838,0.046674,0.045097,0.089779,0.051429,0.031626,0.088481,0.062406,,,,,,
1975,16.458333,0.028451,0.089845,0.033254,0.01648,0.088379,0.046672,0.045092,0.089781,0.051429,0.031621,0.088478,0.062411,,,,,,
1976,16.466667,0.028459,0.089839,0.033254,0.016488,0.088376,0.04667,0.045104,0.089789,0.051432,0.031629,0.088483,0.062407,,,,,,
1977,16.475,0.028462,0.089841,0.033246,0.016489,0.08838,0.046663,0.045102,0.089785,0.051427,0.031628,0.088487,0.062412,,,,,,
1978,16.483333,0.028465,0.089839,0.033246,0.016487,0.088385,0.046661,0.045111,0.089785,0.051431,0.031631,0.088487,0.062406,,,,,,
1979,16.491667,0.028453,0.089836,0.033242,0.016487,0.088381,0.046658,0.045109,0.089785,0.051426,0.03163,0.088484,0.062405,,,,,,
1980,16.5,0.028457,0.089833,0.033238,0.016485,0.088377,0.046653,0.045103,0.089776,0.051424,0.031631,0.088483,0.062396,,,,,,
1981,16.508333,0.028457,0.089834,0.033233,0.016487,0.088376,0.046653,0.045105,0.089778,0.051426,0.031628,0.088492,0.062403,,,,,,
1982,16.516667,0.028466,0.08983,0.033226,0.016486,0.088377,0.046643,0.045115,0.089783,0.051431,0.031634,0.088488,0.0624,,,,,,
1983,16.525,0.02846,0.08983,0.03322,0.016484,0.088386,0.046636,0.045111,0.08979,0.051427,0.031632,0.088496,0.062398,,,,,,
1984,16.533333,0.028462,0.089827,0.033216,0.016486,0.088383,0.046637,0.045117,0.089789,0.051424,0.031632,0.088498,0.0624,,,,,,
1985,16.541667,0.028469,0.089827,0.03321,0.016488,0.088384,0.046634,0.045121,0.089779,0.051424,0.031634,0.088499,0.062395,,,,,,
1986,16.55,0.02847,0.089822,0.033208,0.016489,0.088382,0.046623,0.045126,0.089782,0.051422,0.031637,0.088492,0.062389,,,,,,
1987,16.558333,0.02847,0.089818,0.033203,0.016496,0.08838,0.046618,0.045123,0.089778,0.051417,0.031642,0.088495,0.062387,,,,,,
1988,16.566667,0.028473,0.089822,0.033199,0.016485,0.088386,0.046618,0.045128,0.089784,0.051419,0.031636,0.088498,0.062392,,,,,,
1989,16.575,0.028473,0.089817,0.033199,0.016488,0.088383,0.04661,0.045133,0.089789,0.051426,0.03164,0.088503,0.062382,,,,,,
1990,16.583333,0.028468,0.089816,0.033191,0.016488,0.088386,0.046611,0.045134,0.089777,0.051421,0.031644,0.088499,0.06239,,,,,,
1991,16.591667,0.028475,0.089822,0.033191,0.016483,0.088395,0.046607,0.04514,0.089778,0.051418,0.031646,0.0885,0.062383,,,,,,
1992,16.6,0.028468,0.089813,0.033187,0.016482,0.088394,0.046608,0.045136,0.089777,0.051417,0.031641,0.088506,0.062384,,,,,,
1993,16.608333,0.028472,0.089817,0.033182,0.016481,0.088391,0.046597,0.045136,0.089781,0.051418,0.031646,0.08851,0.062381,,,,,,
1994,16.616667,0.028475,0.089811,0.033175,0.016484,0.0884,0.04659,0.045139,0.089778,0.051415,0.031642,0.088505,0.062372,,,,,,
1995,16.625,0.028478,0.089809,0.033166,0.016482,0.088395,0.046585,0.045141,0.089775,0.051408,0.031645,0.088513,0.062376,,,,,,
1996,16.633333,0.028479,0.08981,0.033168,0.016482,0.088394,0.046581,0.045142,0.089774,0.051406,0.031646,0.088509,0.062374,,,,,,
1997,16.641667,0.028478,0.089811,0.033159,0.016487,0.0884,0.046578,0.045141,0.089771,0.05141,0.031649,0.088514,0.062368,,,,,,
1998,16.65,0.028486,0.089808,0.033156,0.016491,0.088401,0.046575,0.045151,0.089771,0.051411,0.031648,0.088519,0.062369,,,,,,
1999,16.658333,0.028489,0.089806,0.033154,0.016495,0.088399,0.046572,0.045152,0.089771,0.051412,0.031652,0.088512,0.062363,,,,,,
2000,16.666667,0.028489,0.0898,0.03315,0.016492,0.088398,0.046565,0.045153,0.089774,0.051411,0.031653,0.088506,0.062363,,,,,,
2001,16.675,0.028488,0.089795,0.033151,0.016497,0.088399,0.046565,0.045158,0.089774,0.051414,0.031651,0.088518,0.06236,,,,,,
2002,16.683333,0.028483,0.089792,0.03314,0.016495,0.088402,0.046564,0.045154,0.089767,0.051406,0.031649,0.088518,0.06236,,,,,,
2003,16.691667,0.028486,0.089796,0.03314,0.016493,0.088404,0.046558,0.045162,0.089775,0.051406,0.031655,0.088519,0.062361,,,,,,
2004,16.7,0.028488,0.08979,0.033132,0.016492,0.088407,0.046554,0.045158,0.089772,0.051404,0.031651,0.088524,0.062355,,,,,,
2005,16.708333,0.028486,0.089788,0.03313,0.016487,0.08841,0.046548,0.045156,0.089777,0.051408,0.031649,0.088522,0.062353,,,,,,
2006,16.716667,0.028487,0.089784,0.033125,0.016492,0.08841,0.046546,0.045158,0.089776,0.051408,0.031649,0.08853,0.062357,,,,,,
2007,16.725,0.028501,0.089791,0.033123,0.016497,0.088409,0.046545,0.045159,0.089774,0.051408,0.031656,0.088523,0.062353,,,,,,
2008,16.733333,0.028495,0.089794,0.033122,0.016493,0.088412,0.046533,0.045167,0.08977,0.051399,0.031653,0.088528,0.062345,,,,,,
2009,16.741667,0.028492,0.089797,0.033119,0.016494,0.088409,0.046537,0.045159,0.089766,0.051405,0.031655,0.08852,0.062348,,,,,,
2010,16.75,0.028464,0.089804,0.03313,0.016479,0.0884,0.046549,0.045154,0.089775,0.051407,0.031645,0.088515,0.062354,,,,,,
2011,16.758333,0.028435,0.089808,0.033141,0.016463,0.088393,0.046556,0.045137,0.089763,0.051403,0.031646,0.08851,0.062364,,,,,,
2012,16.766667,0.028422,0.08982,0.033144,0.016456,0.088388,0.046572,0.04514,0.089784,0.051409,0.031639,0.088505,0.062373,,,,,,
2013,16.775,0.028409,0.089824,0.033152,0.016446,0.088392,0.046578,0.045129,0.089778,0.051409,0.031634,0.088505,0.06237,,,,,,
2014,16.783333,0.028408,0.089821,0.033152,0.016443,0.08839,0.046575,0.045125,0.089781,0.051413,0.031637,0.088506,0.062378,,,,,,
2015,16.791667,0.028412,0.089813,0.033144,0.016442,0.08839,0.046566,0.045126,0.089774,0.051413,0.031629,0.088506,0.062373,,,,,,
2016,16.8,0.028419,0.089808,0.033138,0.01645,0.088394,0.046559,0.045132,0.089764,0.051411,0.031634,0.088506,0.062363,,,,,,
2017,16.808333,0.028429,0.089793,0.033128,0.016456,0.088395,0.046551,0.045142,0.089768,0.051409,0.031638,0.088509,0.062359,,,,,,
2018,16.816667,0.028438,0.089795,0.033117,0.016461,0.088396,0.046543,0.04515,0.089772,0.051406,0.03164,0.088517,0.06235,,,,,,
2019,16.825,0.028449,0.08979,0.033112,0.016465,0.0884,0.046541,0.045149,0.089765,0.051405,0.031652,0.088518,0.062346,,,,,,
2020,16.833333,0.028443,0.089792,0.03311,0.016467,0.088397,0.046536,0.045159,0.08977,0.051405,0.031647,0.088515,0.062342,,,,,,
2021,16.841667,0.028443,0.089795,0.033108,0.016459,0.088395,0.046528,0.045157,0.089765,0.051392,0.031651,0.088517,0.062342,,,,,,
2022,16.85,0.028435,0.089795,0.033101,0.016463,0.088399,0.046525,0.045153,0.08977,0.051397,0.031645,0.088515,0.062337,,,,,,
2023,16.858333,0.02843,0.089797,0.033103,0.01646,0.088399,0.046527,0.045152,0.089764,0.051391,0.031643,0.088524,0.06234,,,,,,
2024,16.866667,0.028435,0.089798,0.033102,0.016458,0.088398,0.04652,0.045158,0.089772,0.051397,0.03164,0.088518,0.062343,,,,,,
2025,16.875,0.028427,0.089794,0.033097,0.016455,0.088408,0.046523,0.045152,0.089767,0.051397,0.031643,0.088522,0.062336,,,,,,
2026,16.883333,0.028432,0.089786,0.03309,0.016456,0.088398,0.046518,0.045148,0.089758,0.051398,0.031641,0.088523,0.06234,,,,,,
2027,16.891667,0.028436,0.089786,0.03309,0.016454,0.088407,0.046517,0.045157,0.089759,0.051395,0.03164,0.088533,0.062342,,,,,,
2028,16.9,0.028443,0.089785,0.033084,0.016454,0.088401,0.04651,0.045162,0.08976,0.051398,0.031644,0.088529,0.062336,,,,,,
2029,16.908333,0.028449,0.089784,0.033077,0.016462,0.088406,0.046502,0.045162,0.089758,0.0514,0.031649,0.08853,0.062334,,,,,,
2030,16.916667,0.028447,0.08978,0.033069,0.016461,0.088401,0.046494,0.04517,0.089762,0.051395,0.031651,0.088532,0.062328,,,,,,
2031,16.925,0.028451,0.089782,0.033064,0.01646,0.088404,0.046492,0.045175,0.089766,0.051388,0.031657,0.088533,0.062328,,,,,,
2032,16.933333,0.028451,0.089774,0.033058,0.016465,0.088412,0.046485,0.045174,0.089763,0.051382,0.031659,0.088537,0.062324,,,,,,
2033,16.941667,0.028446,0.089776,0.033058,0.016464,0.088409,0.046482,0.045182,0.08976,0.051389,0.031668,0.088541,0.062322,,,,,,
2034,16.95,0.028459,0.089781,0.033051,0.016467,0.08841,0.046478,0.045186,0.089764,0.051388,0.031662,0.088542,0.062323,,,,,,
2035,16.958333,0.028454,0.089778,0.033047,0.016461,0.088412,0.046472,0.045185,0.089757,0.051395,0.031665,0.088538,0.062316,,,,,,
2036,16.966667,0.028453,0.089773,0.033041,0.016465,0.088416,0.046466,0.045186,0.089764,0.051387,0.031664,0.088539,0.062316,,,,,,
2037,16.975,0.028445,0.089772,0.033037,0.01646,0.088416,0.046464,0.045188,0.089764,0.051389,0.031658,0.088542,0.062314,,,,,,
2038,16.983333,0.028451,0.089776,0.033032,0.016462,0.088422,0.04646,0.045198,0.089768,0.05139,0.031662,0.08855,0.062315,,,,,,
2039,16.991667,0.028452,0.089771,0.033021,0.016462,0.088421,0.046451,0.045197,0.089766,0.051384,0.031663,0.088553,0.062306,,,,,,
2040,17,0.028455,0.089764,0.033016,0.016464,0.088415,0.046447,0.045194,0.089759,0.051386,0.031666,0.088554,0.062311,,,,,,
2041,17.008333,0.028457,0.089763,0.033012,0.016464,0.088416,0.046445,0.045202,0.089755,0.051382,0.031664,0.088553,0.062304,,,,,,
2042,17.016667,0.028463,0.089766,0.033006,0.016471,0.088421,0.046438,0.045208,0.089755,0.051379,0.031667,0.088558,0.062297,,,,,,
2043,17.025,0.028462,0.089758,0.032996,0.01647,0.08842,0.046431,0.045212,0.089759,0.051381,0.031678,0.088557,0.062293,,,,,,
2044,17.033333,0.028462,0.089769,0.032996,0.016471,0.088418,0.046426,0.045213,0.089751,0.051381,0.031679,0.088561,0.062299,,,,,,
2045,17.041667,0.028462,0.089753,0.03299,0.016473,0.088418,0.04642,0.04522,0.089747,0.05138,0.031682,0.088563,0.062293,,,,,,
2046,17.05,0.028466,0.089757,0.03299,0.016471,0.088418,0.04641,0.045221,0.089754,0.051376,0.03168,0.08857,0.06229,,,,,,
2047,17.058333,0.028459,0.089756,0.03298,0.016465,0.088422,0.046402,0.045217,0.089753,0.051375,0.031686,0.088575,0.062287,,,,,,
2048,17.066667,0.028464,0.089757,0.032972,0.016468,0.08842,0.046395,0.045216,0.089752,0.051373,0.031673,0.088574,0.062278,,,,,,
2049,17.075,0.028462,0.089755,0.032972,0.016463,0.088429,0.046393,0.04522,0.089752,0.051369,0.031676,0.088576,0.062282,,,,,,
2050,17.083333,0.02847,0.089754,0.032964,0.016466,0.088424,0.046388,0.045233,0.08975,0.051367,0.031681,0.088581,0.062281,,,,,,
2051,17.091667,0.028471,0.08975,0.032964,0.016469,0.088425,0.046386,0.045226,0.08974,0.051371,0.031682,0.088581,0.062279,,,,,,
2052,17.1,0.028471,0.089757,0.032959,0.016466,0.08843,0.046385,0.045216,0.089739,0.051363,0.031671,0.088574,0.062275,,,,,,
2053,17.108333,0.028446,0.089769,0.032966,0.016457,0.088422,0.046405,0.045202,0.089744,0.05137,0.031661,0.088568,0.062276,,,,,,
2054,17.116667,0.028405,0.089781,0.033003,0.01643,0.088416,0.046439,0.045179,0.089762,0.051377,0.031653,0.088543,0.062305,,,,,,
2055,17.125,0.028346,0.089806,0.033039,0.016401,0.088397,0.046473,0.045144,0.089772,0.051389,0.03163,0.088521,0.062323,,,,,,
2056,17.133333,0.028299,0.089831,0.033073,0.016376,0.088394,0.046527,0.045109,0.089775,0.051405,0.031617,0.088496,0.062348,,,,,,
2057,17.141667,0.028253,0.08985,0.0331,0.016348,0.088376,0.046559,0.04509,0.089784,0.051407,0.031599,0.088475,0.062368,,,,,,
2058,17.15,0.028214,0.089872,0.033124,0.016327,0.088371,0.046595,0.045063,0.08979,0.051418,0.031584,0.088471,0.062388,,,,,,
2059,17.158333,0.028187,0.089877,0.033138,0.016315,0.088364,0.04661,0.045049,0.089791,0.051422,0.031577,0.088452,0.062398,,,,,,
2060,17.166667,0.028164,0.089893,0.033154,0.0163,0.088359,0.046632,0.045029,0.089795,0.051425,0.031569,0.088439,0.062406,,,,,,
2061,17.175,0.02814,0.089902,0.033172,0.016286,0.088351,0.046668,0.045015,0.089802,0.051437,0.031562,0.088433,0.062423,,,,,,
2062,17.183333,0.028113,0.089914,0.03319,0.016274,0.088352,0.046685,0.044995,0.089806,0.051442,0.031553,0.088422,0.062435,,,,,,
2063,17.191667,0.028097,0.089919,0.03319,0.016267,0.088348,0.046694,0.044997,0.089813,0.051438,0.03156,0.088422,0.062438,,,,,,
2064,17.2,0.028094,0.089925,0.033188,0.01626,0.088351,0.046695,0.044988,0.089815,0.051439,0.03155,0.088421,0.062432,,,,,,
2065,17.208333,0.02809,0.089924,0.033182,0.016263,0.088347,0.046691,0.044994,0.089817,0.051436,0.031551,0.088424,0.062438,,,,,,
2066,17.216667,0.028087,0.089918,0.033177,0.016261,0.088355,0.046688,0.044997,0.089818,0.051435,0.031557,0.08842,0.062432,,,,,,
